Amount,Merchant,Category,CardType,Location,Time,FraudFlag,HighAmountFlag,IsNightTransaction,MerchantRisk,CardRisk
534686,PharmaCare,Electronics,VirtualCard,Enugu,17:30,1,1,0,0,1
9055,OnlineMall,Healthcare,VirtualCard,Ibadan,13:00,0,0,0,1,1
28822,ShopX,Groceries,Visa,Lagos,22:30,0,0,1,0,0
40273,PharmaCare,Groceries,Mastercard,Enugu,09:00,0,0,0,0,0
186724,ElectroMart,Travel,Mastercard,Abuja,11:30,0,0,0,0,0
94757,ShopY,Electronics,VirtualCard,PortHarcourt,07:30,0,0,0,0,1
14969,ShopY,Electronics,Visa,PortHarcourt,00:00,0,0,1,0,0
602838,LuxuryStore,Gaming,Visa,Kano,05:30,1,1,1,1,0
26260,ShopX,Travel,Visa,Enugu,22:00,0,0,1,0,0
22543,LuxuryStore,Healthcare,Visa,Abuja,17:30,0,0,0,1,0
114972,ElectroMart,Gaming,Visa,Kano,15:30,0,0,0,0,0
24523,OnlineMall,Electronics,Visa,Enugu,20:30,0,0,0,1,0
4025,ShopX,Healthcare,Visa,PortHarcourt,06:30,0,0,0,0,0
147604,ShopX,Travel,Visa,Ibadan,22:00,0,0,1,0,0
16530,PharmaCare,Travel,VirtualCard,Abuja,09:00,0,0,0,0,1
117011,PharmaCare,Gaming,Visa,PortHarcourt,04:30,0,0,1,0,0
21639,LuxuryStore,Luxury,Visa,Kano,18:00,0,0,0,1,0
139205,ShopY,Luxury,Mastercard,PortHarcourt,05:30,0,0,1,0,0
21131,ElectroMart,Travel,VirtualCard,Abuja,00:00,0,0,1,0,1
149250,ShopY,Electronics,Visa,Ibadan,12:00,0,0,0,0,0
168046,ShopX,Electronics,Visa,Lagos,14:30,0,0,0,0,0
34291,PharmaCare,Travel,Visa,Enugu,12:30,0,0,0,0,0
14174,LuxuryStore,Groceries,Mastercard,Kano,05:00,0,0,1,1,0
17123,LuxuryStore,Luxury,Visa,PortHarcourt,22:00,0,0,1,1,0
5105,PharmaCare,Gaming,Mastercard,Lagos,03:00,0,0,1,0,0
17187,LuxuryStore,Gaming,Mastercard,Enugu,10:00,0,0,0,1,0
38542,ElectroMart,Gaming,Visa,PortHarcourt,02:30,0,0,1,0,0
57788,ShopY,Travel,Visa,Lagos,06:00,0,0,0,0,0
28440,PharmaCare,Groceries,Visa,Abuja,11:00,0,0,0,0,0
187389,ShopY,Healthcare,Visa,Abuja,07:30,0,0,0,0,0
10606,ElectroMart,Electronics,VirtualCard,Ibadan,18:30,0,0,0,0,1
21172,PharmaCare,Luxury,Mastercard,Kano,15:30,0,0,0,0,0
169710,LuxuryStore,Luxury,VirtualCard,Enugu,22:30,0,0,1,1,1
19690,ElectroMart,Luxury,Visa,Enugu,04:30,0,0,1,0,0
35991,ElectroMart,Electronics,VirtualCard,Kano,12:30,0,0,0,0,1
799150,ShopX,Luxury,Mastercard,Ibadan,03:30,1,1,1,0,1
845276,ShopY,Luxury,Mastercard,Ibadan,08:30,1,1,0,0,1
473889,ElectroMart,Electronics,Mastercard,PortHarcourt,00:00,1,1,1,1,1
45094,ShopX,Healthcare,Visa,Abuja,07:00,0,0,0,0,0
214177,OnlineMall,Electronics,Mastercard,Enugu,00:00,1,0,1,1,1
17358,ElectroMart,Groceries,Visa,Ibadan,09:00,0,0,0,0,0
180935,OnlineMall,Groceries,Visa,Abuja,14:00,0,0,0,1,0
6434,ShopY,Luxury,Mastercard,Lagos,06:00,0,0,0,0,0
34281,OnlineMall,Healthcare,Mastercard,Ibadan,20:00,0,0,0,1,0
3085,LuxuryStore,Healthcare,Visa,Enugu,14:30,0,0,0,1,0
21311,OnlineMall,Luxury,Mastercard,PortHarcourt,04:00,0,0,1,1,0
27517,ShopX,Groceries,Visa,Enugu,15:30,0,0,0,0,0
940643,LuxuryStore,Healthcare,Mastercard,Kano,15:00,1,1,0,1,1
155875,ElectroMart,Healthcare,Visa,Kano,16:00,0,0,0,0,0
48488,ShopY,Travel,Visa,Enugu,15:30,0,0,0,0,0
3246,PharmaCare,Electronics,Visa,PortHarcourt,06:00,0,0,0,0,0
121743,ElectroMart,Luxury,Mastercard,Kano,22:30,0,0,1,0,0
18110,ShopY,Healthcare,Visa,Lagos,07:30,0,0,0,0,0
77599,LuxuryStore,Luxury,Mastercard,Abuja,16:00,1,0,0,1,1
159974,ShopY,Travel,Mastercard,PortHarcourt,04:00,0,0,1,0,0
1546,OnlineMall,Groceries,Visa,PortHarcourt,05:00,0,0,1,1,0
82064,ElectroMart,Luxury,Visa,Kano,08:00,0,0,0,0,0
31961,ElectroMart,Groceries,Mastercard,Lagos,09:00,0,0,0,0,0
26200,OnlineMall,Luxury,VirtualCard,Ibadan,17:30,0,0,0,1,1
43847,ElectroMart,Healthcare,Visa,Enugu,09:30,0,0,0,0,0
23990,ElectroMart,Luxury,Visa,Enugu,01:00,0,0,1,0,0
153097,ShopX,Groceries,Mastercard,Abuja,22:30,0,0,1,0,0
5400,LuxuryStore,Groceries,Visa,PortHarcourt,20:30,0,0,0,1,0
27692,PharmaCare,Luxury,Visa,Abuja,09:30,0,0,0,0,0
43762,LuxuryStore,Luxury,Visa,Ibadan,06:30,0,0,0,1,0
33722,LuxuryStore,Healthcare,Mastercard,PortHarcourt,23:00,0,0,1,1,0
9389,PharmaCare,Healthcare,Visa,PortHarcourt,03:00,0,0,1,0,0
46983,PharmaCare,Gaming,Mastercard,Abuja,16:30,0,0,0,0,0
21270,LuxuryStore,Travel,Visa,Lagos,16:30,0,0,0,1,0
10703,LuxuryStore,Luxury,Mastercard,Lagos,16:00,0,0,0,1,0
38141,ShopY,Luxury,Visa,Abuja,22:00,0,0,1,0,0
32185,LuxuryStore,Electronics,Visa,Lagos,07:00,0,0,0,1,0
19896,OnlineMall,Electronics,Visa,Abuja,22:30,0,0,1,1,0
97806,LuxuryStore,Electronics,Mastercard,Enugu,05:30,0,0,1,1,0
414285,ElectroMart,Luxury,Visa,PortHarcourt,09:30,1,1,0,1,0
160214,OnlineMall,Electronics,VirtualCard,Abuja,02:30,0,0,1,1,1
37043,ElectroMart,Healthcare,Mastercard,PortHarcourt,12:30,0,0,0,0,0
16169,LuxuryStore,Luxury,Visa,Kano,11:30,0,0,0,1,0
57000,LuxuryStore,Electronics,Mastercard,Kano,10:30,0,0,0,1,0
50229,LuxuryStore,Healthcare,Visa,Kano,04:30,0,0,1,1,0
22108,LuxuryStore,Groceries,Visa,Enugu,02:30,0,0,1,1,0
867539,LuxuryStore,Electronics,Mastercard,Kano,07:00,1,1,0,1,1
45748,ShopX,Electronics,Visa,Lagos,22:00,0,0,1,0,0
697666,ShopX,Travel,Visa,Ibadan,06:30,1,1,0,0,0
161060,PharmaCare,Healthcare,Visa,PortHarcourt,03:30,0,0,1,0,0
44609,ShopY,Luxury,Visa,PortHarcourt,18:30,0,0,0,0,0
42122,ShopY,Luxury,VirtualCard,Enugu,05:00,0,0,1,0,1
42617,LuxuryStore,Healthcare,Mastercard,Abuja,10:00,0,0,0,1,0
893257,LuxuryStore,Healthcare,Mastercard,Lagos,15:00,1,1,0,1,1
510272,ElectroMart,Electronics,Mastercard,Ibadan,08:00,1,1,0,1,1
5066,ShopX,Healthcare,Mastercard,Kano,23:00,0,0,1,0,0
43520,ShopX,Gaming,Mastercard,Kano,04:30,0,0,1,0,0
38762,ShopY,Luxury,Visa,PortHarcourt,04:30,0,0,1,0,0
161988,OnlineMall,Luxury,Visa,Kano,02:00,1,0,1,1,0
40432,ShopY,Travel,Visa,Abuja,08:00,0,0,0,0,0
21125,PharmaCare,Luxury,Mastercard,Lagos,10:30,0,0,0,0,0
12536,OnlineMall,Luxury,Visa,PortHarcourt,05:30,0,0,1,1,0
74048,ShopX,Gaming,Visa,Lagos,06:00,0,0,0,0,0
23972,OnlineMall,Groceries,Visa,Ibadan,19:00,0,0,0,1,0
42280,PharmaCare,Travel,Visa,Lagos,15:00,0,0,0,0,0
10987,LuxuryStore,Travel,Visa,PortHarcourt,09:00,0,0,0,1,0
367211,LuxuryStore,Luxury,Mastercard,Abuja,19:30,1,1,0,1,1
136998,ShopX,Healthcare,Visa,Abuja,01:00,0,0,1,0,0
3851,OnlineMall,Groceries,Visa,Enugu,23:30,0,0,1,1,0
36487,ElectroMart,Electronics,Mastercard,PortHarcourt,02:30,0,0,1,0,0
48262,ShopY,Luxury,VirtualCard,Enugu,06:00,0,0,0,0,1
16533,LuxuryStore,Travel,Visa,Abuja,03:30,0,0,1,1,0
9180,ElectroMart,Gaming,Visa,Abuja,15:30,0,0,0,0,0
15964,LuxuryStore,Luxury,Visa,Enugu,19:00,0,0,0,1,0
26677,OnlineMall,Travel,VirtualCard,Ibadan,11:00,0,0,0,1,1
49842,ShopX,Groceries,Visa,PortHarcourt,10:00,0,0,0,0,0
30100,ShopX,Travel,Visa,Kano,06:00,0,0,0,0,0
144776,ShopX,Luxury,VirtualCard,PortHarcourt,22:00,0,0,1,0,1
114516,OnlineMall,Groceries,Mastercard,Enugu,10:00,0,0,0,1,0
190660,OnlineMall,Gaming,Visa,Ibadan,15:00,0,0,0,1,0
40117,ShopY,Electronics,Visa,Kano,10:30,0,0,0,0,0
2181,ElectroMart,Gaming,Visa,Abuja,20:30,0,0,0,0,0
24485,OnlineMall,Luxury,Visa,Abuja,02:00,0,0,1,1,0
25205,LuxuryStore,Healthcare,Visa,Enugu,19:30,0,0,0,1,0
19657,PharmaCare,Groceries,VirtualCard,PortHarcourt,02:00,0,0,1,0,1
725512,PharmaCare,Electronics,VirtualCard,Abuja,19:00,1,1,0,0,1
6362,OnlineMall,Travel,Visa,Enugu,05:30,0,0,1,1,0
41470,LuxuryStore,Luxury,VirtualCard,PortHarcourt,00:00,0,0,1,1,1
23864,ShopX,Electronics,Visa,Lagos,10:30,0,0,0,0,0
43039,PharmaCare,Gaming,VirtualCard,Kano,23:00,0,0,1,0,1
380614,PharmaCare,Electronics,VirtualCard,Kano,05:30,1,1,1,0,1
5506,OnlineMall,Gaming,Visa,Kano,08:30,0,0,0,1,0
31727,OnlineMall,Travel,Visa,PortHarcourt,05:00,0,0,1,1,0
5873,PharmaCare,Groceries,Visa,Kano,07:00,0,0,0,0,0
168276,OnlineMall,Gaming,Mastercard,Lagos,13:30,0,0,0,1,0
93368,OnlineMall,Groceries,Visa,PortHarcourt,05:30,0,0,1,1,0
608420,LuxuryStore,Luxury,Visa,Ibadan,04:30,1,1,1,1,0
42427,LuxuryStore,Luxury,Mastercard,Enugu,18:00,0,0,0,1,0
981827,ShopY,Luxury,Mastercard,Kano,13:30,1,1,0,0,1
40470,LuxuryStore,Gaming,Mastercard,PortHarcourt,09:30,0,0,0,1,0
20498,ShopY,Electronics,Visa,Enugu,23:00,0,0,1,0,0
14356,ElectroMart,Gaming,Visa,Abuja,13:00,0,0,0,0,0
11397,OnlineMall,Electronics,Mastercard,Lagos,03:30,0,0,1,1,0
42584,OnlineMall,Electronics,VirtualCard,Lagos,09:30,0,0,0,1,1
23458,ShopX,Travel,Mastercard,PortHarcourt,16:30,0,0,0,0,0
4610,ShopY,Gaming,Mastercard,Ibadan,04:00,0,0,1,0,0
4000,PharmaCare,Luxury,Visa,Ibadan,15:00,0,0,0,0,0
65982,PharmaCare,Electronics,Mastercard,Abuja,15:00,0,0,0,0,0
137694,LuxuryStore,Luxury,Visa,Lagos,19:30,0,0,0,1,0
45676,LuxuryStore,Groceries,Mastercard,PortHarcourt,19:30,0,0,0,1,0
41831,ShopX,Travel,Visa,Kano,23:00,0,0,1,0,0
11670,ShopX,Gaming,Visa,Abuja,07:00,0,0,0,0,0
104664,ElectroMart,Electronics,Mastercard,Abuja,09:30,0,0,0,0,0
29842,PharmaCare,Luxury,Visa,Kano,08:30,0,0,0,0,0
30169,ShopY,Gaming,Visa,PortHarcourt,13:30,0,0,0,0,0
64052,LuxuryStore,Travel,Mastercard,Kano,15:30,0,0,0,1,0
22381,LuxuryStore,Travel,Visa,Kano,17:30,0,0,0,1,0
43834,OnlineMall,Luxury,Mastercard,Enugu,18:00,0,0,0,1,0
24378,PharmaCare,Travel,Visa,Lagos,14:30,0,0,0,0,0
19017,PharmaCare,Travel,Mastercard,Kano,08:30,0,0,0,0,0
1783,ElectroMart,Healthcare,Mastercard,PortHarcourt,09:00,0,0,0,0,0
10147,ShopY,Groceries,Visa,PortHarcourt,23:00,0,0,1,0,0
22997,LuxuryStore,Travel,Visa,PortHarcourt,16:00,0,0,0,1,0
101613,LuxuryStore,Healthcare,Mastercard,Ibadan,20:00,0,0,0,1,0
23063,ShopY,Healthcare,Mastercard,Lagos,11:00,0,0,0,0,0
98822,OnlineMall,Groceries,Visa,Enugu,10:00,0,0,0,1,0
73125,LuxuryStore,Luxury,Visa,Lagos,17:00,0,0,0,1,0
6104,ShopY,Gaming,Mastercard,PortHarcourt,02:00,0,0,1,0,0
22332,LuxuryStore,Travel,Visa,Lagos,15:30,0,0,0,1,0
47346,PharmaCare,Luxury,Visa,Lagos,12:00,0,0,0,0,0
7372,OnlineMall,Groceries,Visa,PortHarcourt,23:30,0,0,1,1,0
34594,OnlineMall,Healthcare,Visa,Kano,01:30,0,0,1,1,0
187389,ShopY,Healthcare,Visa,Abuja,07:30,0,0,0,0,0
35366,ElectroMart,Groceries,Visa,Ibadan,03:00,0,0,1,0,0
13545,ShopY,Travel,Visa,Lagos,09:00,0,0,0,0,0
967141,PharmaCare,Electronics,Visa,PortHarcourt,03:00,1,1,1,0,0
11155,OnlineMall,Travel,Visa,Ibadan,23:00,0,0,1,1,0
32051,PharmaCare,Electronics,Visa,Enugu,13:30,0,0,0,0,0
818321,PharmaCare,Gaming,Visa,Abuja,14:00,1,1,0,0,0
47259,ShopX,Groceries,Visa,Ibadan,20:30,0,0,0,0,0
30684,OnlineMall,Gaming,Visa,Enugu,03:30,0,0,1,1,0
11013,ShopX,Luxury,Mastercard,Kano,05:30,0,0,1,0,0
8866,LuxuryStore,Luxury,Mastercard,Enugu,16:00,0,0,0,1,0
5551,LuxuryStore,Electronics,Mastercard,Lagos,09:30,0,0,0,1,0
7954,OnlineMall,Luxury,VirtualCard,Kano,15:30,0,0,0,1,1
28238,ShopX,Electronics,Visa,Kano,10:30,0,0,0,0,0
985278,LuxuryStore,Luxury,VirtualCard,Kano,19:00,1,1,0,1,1
167782,OnlineMall,Healthcare,Visa,Enugu,00:30,0,0,1,1,0
38526,PharmaCare,Luxury,Visa,Lagos,06:30,0,0,0,0,0
183297,PharmaCare,Healthcare,Visa,Abuja,11:30,0,0,0,0,0
38266,PharmaCare,Healthcare,Visa,Abuja,22:30,0,0,1,0,0
27703,ShopY,Groceries,Mastercard,Ibadan,17:00,0,0,0,0,0
20017,ShopY,Luxury,VirtualCard,PortHarcourt,03:30,0,0,1,0,1
579525,ElectroMart,Luxury,Visa,Enugu,05:00,1,1,1,1,0
51885,ShopX,Luxury,VirtualCard,Lagos,19:00,0,0,0,0,1
48785,PharmaCare,Healthcare,Mastercard,Abuja,14:00,0,0,0,0,0
27658,PharmaCare,Groceries,Visa,Kano,01:00,0,0,1,0,0
2621,PharmaCare,Healthcare,Visa,Ibadan,09:00,0,0,0,0,0
108478,ElectroMart,Electronics,Visa,Abuja,14:30,0,0,0,0,0
56861,LuxuryStore,Luxury,Visa,Enugu,20:00,0,0,0,1,0
116992,ShopY,Travel,Mastercard,Ibadan,13:00,0,0,0,0,0
48610,LuxuryStore,Electronics,Visa,Enugu,13:00,0,0,0,1,0
48504,ShopY,Luxury,Mastercard,PortHarcourt,04:00,0,0,1,0,0
21281,ElectroMart,Healthcare,Visa,Enugu,00:30,0,0,1,0,0
33202,OnlineMall,Luxury,Mastercard,Ibadan,15:30,0,0,0,1,0
137839,ShopY,Healthcare,Visa,Enugu,16:00,0,0,0,0,0
31244,OnlineMall,Travel,Visa,Ibadan,04:30,0,0,1,1,0
9009,ShopY,Gaming,VirtualCard,Abuja,01:00,0,0,1,0,1
4992,ShopX,Healthcare,VirtualCard,Lagos,17:00,0,0,0,0,1
6934,PharmaCare,Groceries,Visa,Lagos,04:30,0,0,1,0,0
43765,PharmaCare,Groceries,VirtualCard,Lagos,14:00,0,0,0,0,1
45282,ShopY,Electronics,Mastercard,Enugu,21:00,0,0,0,0,0
30052,ElectroMart,Luxury,Mastercard,Abuja,22:30,0,0,1,0,0
16939,ShopY,Electronics,Visa,Abuja,03:30,0,0,1,0,0
23061,OnlineMall,Gaming,VirtualCard,Ibadan,13:30,0,0,0,1,1
904251,ShopY,Gaming,Mastercard,Enugu,13:00,1,1,0,0,1
10348,ShopX,Electronics,Mastercard,PortHarcourt,23:30,0,0,1,0,0
40167,ElectroMart,Electronics,Mastercard,Lagos,03:00,0,0,1,0,0
18380,PharmaCare,Gaming,Mastercard,Abuja,21:30,0,0,0,0,0
618660,OnlineMall,Electronics,Mastercard,Ibadan,05:00,1,1,1,1,1
66019,ElectroMart,Travel,Visa,PortHarcourt,00:00,0,0,1,0,0
49674,ShopX,Electronics,Mastercard,Kano,20:30,0,0,0,0,0
27957,ShopX,Healthcare,Mastercard,Lagos,03:30,0,0,1,0,0
737532,ElectroMart,Healthcare,Mastercard,Ibadan,08:00,1,1,0,1,1
79532,ShopX,Healthcare,Visa,Kano,00:30,0,0,1,0,0
157574,ShopX,Healthcare,Visa,PortHarcourt,07:30,0,0,0,0,0
16253,OnlineMall,Gaming,Visa,Enugu,05:30,0,0,1,1,0
40738,LuxuryStore,Healthcare,Visa,Lagos,20:00,0,0,0,1,0
674,ShopX,Healthcare,VirtualCard,Abuja,20:00,0,0,0,0,1
13557,PharmaCare,Luxury,Visa,Kano,10:30,0,0,0,0,0
549885,ElectroMart,Electronics,Mastercard,Enugu,00:30,1,1,1,1,1
12518,LuxuryStore,Gaming,Visa,Ibadan,00:00,0,0,1,1,0
84052,ShopY,Gaming,Visa,PortHarcourt,14:30,0,0,0,0,0
30747,OnlineMall,Healthcare,Visa,Abuja,16:30,0,0,0,1,0
178404,ElectroMart,Travel,Visa,Lagos,09:30,0,0,0,0,0
1575,ElectroMart,Electronics,Mastercard,PortHarcourt,13:00,0,0,0,0,0
161195,ElectroMart,Healthcare,Mastercard,Lagos,21:30,0,0,0,0,0
44752,ShopX,Travel,Visa,Lagos,02:30,0,0,1,0,0
91059,OnlineMall,Electronics,Visa,Enugu,07:00,0,0,0,1,0
131814,LuxuryStore,Travel,VirtualCard,Abuja,22:30,0,0,1,1,1
668631,LuxuryStore,Luxury,Visa,Ibadan,11:00,1,1,0,1,0
2303,ShopY,Electronics,Visa,Abuja,10:30,0,0,0,0,0
119335,ShopY,Gaming,Visa,Lagos,22:30,0,0,1,0,0
44513,OnlineMall,Healthcare,Visa,Kano,14:00,0,0,0,1,0
30130,ShopX,Electronics,Mastercard,Ibadan,12:00,0,0,0,0,0
14107,LuxuryStore,Gaming,Visa,Lagos,03:30,0,0,1,1,0
12492,PharmaCare,Gaming,Visa,PortHarcourt,04:00,0,0,1,0,0
31792,ShopY,Healthcare,Visa,Abuja,05:30,0,0,1,0,0
41794,OnlineMall,Gaming,Visa,Kano,20:30,0,0,0,1,0
32122,ShopY,Gaming,Mastercard,Abuja,22:30,0,0,1,0,0
31157,OnlineMall,Groceries,Mastercard,Ibadan,11:30,0,0,0,1,0
19914,PharmaCare,Gaming,Mastercard,Ibadan,20:30,0,0,0,0,0
781035,LuxuryStore,Luxury,Visa,Abuja,23:00,1,1,1,1,0
45710,OnlineMall,Healthcare,Visa,Lagos,05:30,0,0,1,1,0
21142,PharmaCare,Electronics,Visa,Enugu,00:00,0,0,1,0,0
36554,ElectroMart,Healthcare,VirtualCard,Lagos,16:00,0,0,0,0,1
3964,OnlineMall,Groceries,VirtualCard,Abuja,18:00,0,0,0,1,1
552499,OnlineMall,Healthcare,VirtualCard,PortHarcourt,17:30,1,1,0,1,1
44843,OnlineMall,Gaming,Visa,Lagos,22:30,0,0,1,1,0
35276,ShopY,Healthcare,Visa,Ibadan,11:30,0,0,0,0,0
9340,ShopX,Travel,Mastercard,Enugu,07:00,0,0,0,0,0
13877,LuxuryStore,Travel,Mastercard,Kano,22:30,0,0,1,1,0
10574,ShopX,Travel,Visa,Abuja,16:00,0,0,0,0,0
4243,OnlineMall,Healthcare,Mastercard,Enugu,17:00,0,0,0,1,0
25870,LuxuryStore,Travel,Visa,Abuja,09:00,0,0,0,1,0
462291,OnlineMall,Electronics,Visa,Abuja,23:30,1,1,1,1,0
13383,OnlineMall,Travel,Visa,Kano,02:00,0,0,1,1,0
21310,OnlineMall,Groceries,Mastercard,Kano,09:30,0,0,0,1,0
116003,OnlineMall,Luxury,Visa,Lagos,19:30,1,0,0,1,0
50761,OnlineMall,Luxury,Visa,Kano,07:00,0,0,0,1,0
56874,ShopX,Groceries,Mastercard,Lagos,01:00,0,0,1,0,0
23879,LuxuryStore,Electronics,Visa,Lagos,03:30,0,0,1,1,0
40228,PharmaCare,Gaming,Visa,Abuja,05:00,0,0,1,0,0
107500,LuxuryStore,Luxury,Visa,Ibadan,13:30,0,0,0,1,0
720775,ElectroMart,Electronics,VirtualCard,Lagos,10:00,1,1,0,1,1
48693,ShopX,Healthcare,VirtualCard,Enugu,13:00,0,0,0,0,1
147696,OnlineMall,Gaming,VirtualCard,Lagos,16:00,0,0,0,1,1
19614,OnlineMall,Gaming,Mastercard,Lagos,09:00,0,0,0,1,0
11088,ShopX,Gaming,Visa,Ibadan,23:30,0,0,1,0,0
198563,LuxuryStore,Electronics,Visa,Ibadan,18:30,0,0,0,1,0
8931,ElectroMart,Healthcare,Visa,PortHarcourt,00:00,0,0,1,0,0
45122,PharmaCare,Gaming,Visa,Abuja,16:30,0,0,0,0,0
300491,OnlineMall,Travel,Visa,Enugu,07:30,1,1,0,1,0
21042,OnlineMall,Groceries,Visa,PortHarcourt,02:00,0,0,1,1,0
706080,PharmaCare,Travel,Visa,Ibadan,04:30,1,1,1,0,0
134273,ShopY,Travel,Visa,Abuja,06:30,0,0,0,0,0
176209,ShopY,Gaming,Mastercard,Ibadan,00:30,0,0,1,0,0
46066,PharmaCare,Electronics,VirtualCard,PortHarcourt,04:30,0,0,1,0,1
47995,OnlineMall,Gaming,Visa,Lagos,17:00,0,0,0,1,0
21035,LuxuryStore,Travel,Visa,Ibadan,18:30,0,0,0,1,0
38628,LuxuryStore,Healthcare,Visa,PortHarcourt,02:00,0,0,1,1,0
134027,ShopY,Gaming,Visa,Kano,11:00,0,0,0,0,0
148470,LuxuryStore,Electronics,Visa,Ibadan,07:00,0,0,0,1,0
17954,ShopY,Electronics,VirtualCard,Abuja,03:30,0,0,1,0,1
37618,ElectroMart,Groceries,Visa,Abuja,10:30,0,0,0,0,0
19802,PharmaCare,Groceries,Visa,Enugu,23:00,0,0,1,0,0
13796,ShopY,Healthcare,Mastercard,Enugu,08:00,0,0,0,0,0
31049,OnlineMall,Travel,Visa,Abuja,14:30,0,0,0,1,0
643392,OnlineMall,Luxury,Visa,Ibadan,17:30,1,1,0,1,0
15981,LuxuryStore,Luxury,Mastercard,Ibadan,06:30,0,0,0,1,0
36680,ShopX,Gaming,VirtualCard,Ibadan,17:30,0,0,0,0,1
48338,PharmaCare,Groceries,Mastercard,Abuja,03:00,0,0,1,0,0
7610,OnlineMall,Gaming,Visa,Ibadan,08:00,0,0,0,1,0
20515,ShopY,Electronics,VirtualCard,Abuja,20:00,0,0,0,0,1
128722,LuxuryStore,Gaming,VirtualCard,Enugu,23:30,0,0,1,1,1
41713,ShopX,Travel,VirtualCard,PortHarcourt,04:00,0,0,1,0,1
4237,LuxuryStore,Travel,Visa,Enugu,16:00,0,0,0,1,0
26449,PharmaCare,Travel,Visa,Ibadan,12:30,0,0,0,0,0
2719,ElectroMart,Luxury,Mastercard,Enugu,03:30,0,0,1,0,0
27716,ShopY,Gaming,Mastercard,Abuja,21:30,0,0,0,0,0
19097,ShopY,Electronics,Visa,Enugu,14:30,0,0,0,0,0
75150,ShopY,Gaming,Visa,Enugu,17:30,0,0,0,0,0
21572,LuxuryStore,Gaming,VirtualCard,Kano,22:00,0,0,1,1,1
54489,ElectroMart,Luxury,Visa,Abuja,05:30,0,0,1,0,0
37734,OnlineMall,Groceries,Mastercard,Enugu,18:30,0,0,0,1,0
513,OnlineMall,Healthcare,Visa,Kano,16:30,0,0,0,1,0
22804,LuxuryStore,Groceries,Mastercard,Ibadan,19:00,0,0,0,1,0
8105,ShopY,Electronics,Mastercard,PortHarcourt,21:30,0,0,0,0,0
15255,ShopY,Healthcare,VirtualCard,Ibadan,15:30,0,0,0,0,1
167914,ShopX,Electronics,Mastercard,Ibadan,12:30,0,0,0,0,0
36291,PharmaCare,Luxury,Mastercard,Ibadan,20:00,0,0,0,0,0
123448,OnlineMall,Travel,Mastercard,PortHarcourt,19:30,0,0,0,1,0
17665,LuxuryStore,Healthcare,Mastercard,Lagos,00:00,0,0,1,1,0
11995,PharmaCare,Groceries,Visa,PortHarcourt,15:30,0,0,0,0,0
1509,PharmaCare,Travel,Visa,Abuja,22:30,0,0,1,0,0
46170,PharmaCare,Luxury,Mastercard,Enugu,08:00,0,0,0,0,0
1796,OnlineMall,Gaming,Mastercard,Ibadan,05:00,0,0,1,1,0
16989,PharmaCare,Electronics,Visa,PortHarcourt,12:00,0,0,0,0,0
14442,OnlineMall,Luxury,Visa,Enugu,19:00,0,0,0,1,0
44369,ShopX,Electronics,Visa,PortHarcourt,07:30,0,0,0,0,0
41174,OnlineMall,Groceries,Visa,Ibadan,15:00,0,0,0,1,0
25293,ShopX,Travel,Mastercard,Lagos,06:30,0,0,0,0,0
19802,PharmaCare,Groceries,Visa,Enugu,23:00,0,0,1,0,0
39005,OnlineMall,Healthcare,Mastercard,Abuja,11:00,0,0,0,1,0
479031,OnlineMall,Electronics,Mastercard,Abuja,08:30,1,1,0,1,1
275704,ElectroMart,Luxury,Mastercard,Lagos,23:30,1,0,1,1,1
9604,PharmaCare,Electronics,Mastercard,Abuja,23:00,0,0,1,0,0
10298,ElectroMart,Groceries,Visa,Lagos,08:30,0,0,0,0,0
10391,ElectroMart,Groceries,Visa,PortHarcourt,20:00,0,0,0,0,0
26607,ElectroMart,Electronics,Mastercard,Abuja,04:00,0,0,1,0,0
766473,ElectroMart,Electronics,Visa,Enugu,10:00,1,1,0,1,0
31379,LuxuryStore,Travel,Visa,Enugu,21:00,0,0,0,1,0
8301,LuxuryStore,Electronics,Visa,Kano,23:30,0,0,1,1,0
528142,LuxuryStore,Electronics,Mastercard,Lagos,00:00,1,1,1,1,1
7906,ElectroMart,Healthcare,VirtualCard,Kano,22:30,0,0,1,0,1
40519,ShopX,Travel,Mastercard,Ibadan,05:30,0,0,1,0,0
32712,OnlineMall,Healthcare,Mastercard,Abuja,10:00,0,0,0,1,0
133907,PharmaCare,Gaming,Visa,Kano,01:30,0,0,1,0,0
90641,LuxuryStore,Healthcare,Visa,Kano,09:00,0,0,0,1,0
607691,ElectroMart,Electronics,Mastercard,Lagos,06:30,1,1,0,1,1
29146,ShopY,Electronics,Mastercard,Lagos,18:30,0,0,0,0,0
7958,ShopY,Travel,Mastercard,Ibadan,05:30,0,0,1,0,0
18695,PharmaCare,Travel,Visa,Enugu,07:00,0,0,0,0,0
142685,OnlineMall,Luxury,VirtualCard,Abuja,18:30,1,0,0,1,1
6160,ShopX,Luxury,Visa,Ibadan,14:00,0,0,0,0,0
36566,LuxuryStore,Healthcare,Visa,Lagos,00:00,0,0,1,1,0
19081,ShopY,Gaming,Visa,Abuja,12:00,0,0,0,0,0
2118,ShopY,Healthcare,Mastercard,Lagos,06:30,0,0,0,0,0
46150,OnlineMall,Gaming,Visa,Enugu,23:00,0,0,1,1,0
3079,OnlineMall,Healthcare,VirtualCard,Ibadan,07:30,0,0,0,1,1
